song,genre 
Feel good feel fine Love little lady always mind Gives lovin every night day Never gonna leave never goin away Someone love You know makes feel alright Someone needs Love every single night Feel happy since met girl When making love something world Feels good know shes mine Going love woman til end time Someone live Love til end time Makes feel happy Good know shes mine Lovely lady make love night long Lovely lady never wrong dont wanna leave never wanna leave Anymore Lovely lady mystifying eyes Lovely lady dont tell lies know Ill never leave never gonna leave anymore,heavy metal
Theres vision sands Rising ancient past Crying let spirit Lead burning soul rest Hear sound distant ages Its call seventh star Theres shelter heat Theres mercy land Hear thousand chanting souls Waiting judgment gods hand Hear sound distant ages Its call seventh star Hear sound fallen angels Its call seventh star The pyramids fall Turn dust sun And star rise Until destiny done Hear sound distant ages Its call seventh star Hear sound fallen angels Its call seventh star,heavy metal
night And dark killed sun light must end Youve got time run away Theres door dreams And always lets But silent scream All nightmares must begin Still chase cant see Like death pain sin And shadow wind The shadow wind Youll remember could make disappear want Just long Well back stronger And first ones always free And lasts much longer You bet sanity Never victim cries slip beneath skin Like shadow wind The shadow wind words names like red green And two sympathy Black white Then youd misery Every day inquisition Who What Why alive belong Ill back Its half truth still whole lie garden good evil Youll know know The spider spins The shadow wind The shadow wind,heavy metal
life everything want Does give everything need Does live expectations Are ready celebrations This weak mind Are sure youre kind want part Are sure really see Are chained life dont want hard find way Can live without love need Are sure real This weak mind Are sure youre kind want part Are sure really see All life try take cover Turn another make change name When fall recover You cant depend another help pain yeah shaking chains shaking chains This weak mind Are sure youre kind want part Are sure really see night say falling People always calling calling name What know face appears window Tapping window window soul shaking chains tired pain shaking chains let live Shaking chains shaking chains,heavy metal
Theres reason run You cant escape fate chosen one Black moon rising blood red sky This time realise youre gonna die Drinking blood brew answer Thats plan dreaming time cheat master Youre going Wind mist taken mind And think youre Dont believe one Look around youre alone Feel forces another world Ghostly shadows fill mind Evil power hanging freeze youre like child Look behind Somebodys calling Someone near Feel falling Falling fear You tell youre dreaming You realise youre screaming You know shouldnt happen You tell scary But nothing Ghostly shadows world Evil forces mind Trapped worlds life death Frozen realms time Look behind You feel falling youre end line Your body crawling senses blind Cold cold feelings running brains Ice cold fingers running veins,heavy metal
Got time run Got holes shoes Youre reasong friends gone But wont run many promises broke Ill forgive cant forget You know youre fake cant take Cause tired tired tired Sick tired tired sick tired tired sick tired yeah You turn truth turn back Youre victim The hate remains hurting still exists tired tired sick tired damn tired sick tired yeah tired sick tired,heavy metal
isnt light one sees Then know might believe story told cant real Somehow must reflect truth feel yeah Fade away fade away Vanish small Fade away fade away Break crystal ball Its sign Feels like time small world west wonder Somewhere nowhere Theres rainbow shimmer When summer falls echo doesnt answer When hears certain song Then beast free wander But never seen around And sign southern cross Its sign southern cross All right Sail away sign From book word spoken Whispers forgotten psalms Gather around young ones They make strong Reach dreams pleasure Given life died Look beyond horizons Sail ship signs And sign southern cross Its sign southern cross Fade away fade away Break crystal ball Fade away fade away cant accept anymore real world west wonder Somewhere nowhere Theres rainbow see shimmer When summer falls From book word spoken Whispers forgotten psalms Gather around young ones They make strong Its sign southern cross Its sign southern cross Dont live pleasure Make life treasure Fade away Eight miles high fall And one catch Look sign time The sign southern cross yeah,heavy metal
Slipping away heartbeat disaster Nothing could make stay close eyes Ill gone Turn page yeah time start another story Slipping away slipping away time move along reason stay slipping away Take look youve running circle Round round youre start without end Start new life yeah city gypsies Running away slipping away right behind plow Slipping away Slipping away Nobody pay Look cause slipping away Rockin glass wont leave reflection future without past road take back Come dont question direction Running away slipping away find sun Slipping away Slipping away Got nobody pay And youre slippin away running circle Its time move along Round round round start without end slipping away Slipping away,heavy metal
What get see Things dont come easily Feeling happy vein Icicles within brain Something blowing head Winters ice soon spread Death would freeze soul Makes happy makes cold eyes blind see The snowflakes glisten tree The sun longer sets free feel snowflakes freezing Let winter sun shine Let feel frost dawn Fill dreams flakes snow Soon Ill feel chilling glow Dont think know Dont tell wrong Youre one whos really loser This feel belong Crystal world winter flowers Turns day frozen hours Lying snowblind sun Will ice age ever come,heavy metal
name means nothing fortune less future shrouded dark wilderness Sunshine far away clouds linger Everything possessed Now gone Nothing please thoughts You laughed begged stay Ive stopped crying since went away The world lonely place youre Guess home sit moan Crying thinking Memories remind,heavy metal
Sorcerers madness Selling time Child god sitting sun Giving peace mind Fictional seduction black snow sky Sadness kills superman Even fathers cry things value look inside see world know good You know Superstitious century Didnt time slow Separating sanity Watching children grow Synchronated undertaker Spiral skies Silver ships plasmic oceans disguise things value life see memories feel warmth And know good You know Watching eyes celluloid Tell live Metaphoric motorreplay Give give give Laughter kissing love showing way Spiral city architect build pay things value look upon earth feel warmth And know good,heavy metal
think know whats going inside head You think wants money wants instead When think things long ago breaks heart deep boy dont want You feel love shattering You feel want die Just someone take Telling lie try try make amends She thinks know talking friend,heavy metal
want reach touch sky want touch sun But dont need fly gonna climb every mountain moon And find dish ran away spoon Ive crossed ocean turned every bend found crossing near golden rainbows end Ive magic lifes reality Ive lived thousand years never bothered Got religion dont need friends Got want dont need pretend Dont try reach cause tear mind Ive seen future Ive left behind,heavy metal
Alright Wont listen When first met didnt realize cant forget surprise You introduced mind And left wanting kind love know life empty forever Until took showed around life free life clear love sweet leaf though cant hear Come try Straight people dont know youre They put shut You gave new belief And soon world love sweet leaf,heavy metal
Its uniform civil judge All songs history Bout rock stars grudge Let cast minds back thirty years You took vandals Will Hitler beat And sad sorry Really sorry happened way Yes sad sorry But whyd treat way Compare others And cover sin God terrible terrible state There must way compromise thats right cannot work Were gonna fight Yes sad sorry Really sorry happened way Yes sad sorry cannot days talking brothers Yeah talking bout sisters well wish good luck Good luck worlds still fire Chain hope take liar This fire Were fire fire yeah,heavy metal
Take centuries supersonic years Electrifying enemy drowning tears All give love never dies The symptom universe written eyes Mother moon shes calling back silver womb Father creation takes stolen tomb Seven hundredth unicorn waiting skies symptom universe love never dies Take hand child love come step inside tears Swim magic ocean Ive crying years With love well ride away eternal skies symptom universe love never dies Woman child loves creation come step inside dreams eyes see sadness loving means Take hand well riding sunshine Well find happiness together summer skies love,heavy metal
Young life young whos eyes choking Cant rest cant sleep dreams set Falling Dont feel hunger cant drink holy water light eyes place dreams Tonight When hand rocks cradle hand That holds knife And knife cuts cable kills spark Feeds life grave could deep enough hell Were able The veil life pushed aside hand Rocks cradle The oath take sacred save steel life Like passing sweetest soul looked Through human eyes Young life young whos eyes choking Cant rest cant sleep dreams set Falling Dont feel hunger cant drink holy water light eyes place dreams Tonight Its hand rocks cradle hand Steals life,heavy metal
What turns illusion power This thing grabs heart makes want tear things There reason need power cross gonna tear whole world The illusion power things feel seem real The illusion power get emotional thing straight head Everything love dies soon already dead Dont stand close spit breath fire Anything Ive got cannot desire You want friend promise nothing Nothing give nothing chased sins past killing Killing The illusion power things feel seem real The illusion power The illusion power already set signed sealed The illusion power Powerful fooling Youre caught complex cataclysm inadequacies And pitiful weaknesses Your souls secretes insecurity live reflection side mirror Youre terrified true poweryou fear tell stories Shaded past Drag Depths soul The illusion power things feel seem real The illusion power The illusion power already set signed sealed The illusion power Why dont come closer Promise story tell yeah Ill save dreams yeah Ill save dreams,heavy metal
The horizon breaks figure stands Close eyes pray vision Gods command Hes evil mysterious People fear name Hes deliverance Hes Lawmaker never speaks task told seek souls sinners hell trade gold Hes evil mysterious People fear name Hes deliverance Hes Lawmaker Silver mountains wont save hell The prince darkness inside dwell weakness past The Lawmaker comes Hes evil mysterious People fear name Hes deliverance Hes Lawmaker Hes Lawmaker,heavy metal
Fire water wind rain Wings carry hell every vein World Possessions endless tears Truth knowledge stolen years World turns slowly sun dont shine Silence stills air kills chime Words poison passion bleeds years earth sown seeds The time dreams turned The night gone light shines Where darkness would hide With spirits high fears born Receiver light kingdom God guide Keep restless heart Deceiver night stranger laughs Within reason restless heart keeper Sabbath Stones Fire water wind rain Wings carry hell every vein World turns slowly sun dont shine Silence stills air kills chime Can faith destroy desire Each breath prayer step brings fear The eyes see evil stare Watch And Hes keeper Sabbath Stones What God stands hear people cry What hand would strike watch people die What life takes future earn Its mistakes take heed Sabbath Stones What life takes future earn Its mistakes,heavy metal
Theres man sees see What future holds days grow dark grim final warning Beware ones invisible friends They steal mind And soon signs begin show Rise shining Live long live Rise shining Dont blind fools Fools pages turn storys told From visions hes seen The house hill With haunted eyes call one laughed madness came play game stay long youll finally insane Rise shining Live long live Rise shining Dont blind fools Fools Bells take toll way Theres way born shine Before time life Youre Lonely road Lost time Let light lead way golden throne Its way Rise shining Live long live Rise shining Dont blind fools Rise shining Live long live Rise shining Dont blind fools rise shining Wise theyre gonna steal mind Rise house gonna haunt one laughed one cried You stayed long Youre finally gonna stay,heavy metal
The Thrill All Inclination direction walk turned twisted rift With children creation futuristic dreams sift Clutching violently whisper liquefying cry Any deadly final answers surely doomed die Wont help Jesus wont tell When see world live still believe Man songs become freedom freedom turns gold Then Ill ask final question answer could sold Well thats story sticking Cause Ive got reason lie yeah Forget problems dont even exist And Ill show way get high yeah yeah come along know matter Remember freedom hard find yeah Time stop messing around Dont think know mind yeah yeah Why cant believe perceive always told yeah For taught mind bought Lifes entire answer sold yeah yeah,heavy metal
gonna When theres part That needs run wind And fire burning yesterdays Can light way lead The garden dark Stay shadows Now look like change Tomorrows never gone Today never comes jumpyeah Into hurricane You forger pain Its exorcise mind Looking world When youve open eyes Youve got see promises theyve made Theyre bloody lies broken dreams Your silence screams Youre living time machine And choose Someone youve never seen Somewhere youve never Youre living time machine gonna When every part Just needs catch wind And fire burning yesterdays Can light way lead The garden dark Looking world When youve opened eyes Youll see youve got invisible chains Theyre lies Not seems hear silent screams Youre living time machine Nobody cares Taken youve never Somewhere dont know Youre living time machine Why stay youve never Someone youve never seen Youre living time machine Yeah,heavy metal
Well leaving tomorrow daybreak Catch fastest train around nine Yes leaving sorrow heartache Before takes away mind Send love may let see Send hopes spin head But really want answer let know dead When sadness fills days Its time turn away And tomorrows dreams Become reality realize much better without Youre one thing heart Ill back pretending living time gonna depart,heavy metal
Soon never When youve got pay Promises made night Call magic one And magic comes Forever chained flame Its late Too late tears Too late And one hears feel touch evil Its late wish make feel power growing Stronger blessed dark And candle fades You say Joke played must let Its late Youve said word Too late Something heard Too late race And youre run road Too late For tears Too late And one hears Can feel touch evil Its late save believe name Ive fallen But Ive found Nobody take blame Misery Its come drag away And hunter cries alibis Get ready judgment day candle fades You say game made must let let Its late youve said word Too late something heard Too late spell gone And time youre fool Its late tears Too late And one hears Welcome forever Welcome late Too late,heavy metal
really meeting The bottle took beating The ladies manor Watched climb car going track hundred five They stopwatch rolling headlights blazing really alive And yet mind blowing drank bottle tequila feel real good tape deck roaring But twentyfifth lap canal turn went exploring knew wouldnt make car wouldnt make turning tires burning The ground sky laughing bitch trashed And death eye started pretty good feeling way wheels motion There Peter Green fly laughing like drains Inebriation The crowd roaring Brands Hatch imagination But canal turn hit patch Inebriation Ooh Miracle saved pain thank Miracle wont get trashed Ooh hear lies Dont bother fool laugh eyes went back bar hit bottle But tequila Then started whiskey steady brains Cause tequila And drank little faster top hill began roll And get trashed laughing still Well bless soul,heavy metal
She came past She never meant last Her destiny fatal From start messenger hell She cast deadly spell dare cross heart Aint use trying run Fate taken toll Just one look damage done Burn eyes Turn heart stone History foretold circle Cast gold evil seed power Sealed within But fate lent hand Destroyed golden band And freed soul wash land sin Aint use trying run Fate taken toll Just one look damage done Burn eyes Turn heart stone She cast deadly spell She put spell Shes got evil heart Turn heart stone Turn heart stone,heavy metal
rumble thunder suddenly spell rhyme reason time season well The darkened deliver shake shiver soul You know cover think another story told get good hold yeah Regiment fooled thought knew simple equation thats relation thats gone far time suspicion special condition know let Turn night Turn night Turn night feels right Night time sorrow taken like pain Black become white Evil lurks twilight dances dark Makes need movement like fire needs spark burn rumble thunder suddenly spell rhyme reason time season well The darkened deliver shake shiver soul get good hold yeah Turn night Turn night Turn night feels right Turn night Turn night feels right Turn light Turn night,heavy metal
One day life lonely Another day round What need Somebody love One night life lonely Theres miracle screen What see Somebody love guarantees instant glory Get money line Gotta send plastic Jesus Theres check mail today Thats need Somebody love wont eat Sunday Gotta buy limousine Somewhere live Somewhere pray Every penny people Keeps wolf outside door Shop around find forgiveness But hell give yeah Holy father holy ghost Whos one pays Rock cradle dont cry Buy another lullaby Jack nimble Jack quick Pick pocket turn trick Slow steady hes got time commit another crime crime One day life lonely Back round What need Somebody love Yeah One night life lonely Another miracle screen What see Somebody love supermarket salvation Take look inside store Shop around find forgiveness But gives Holy father holy ghost Whos one hurts Rock cradle cry Scream another lullaby Jack nimble Jack slick Take money get quick Slow steady much time commit another Crime Crime,heavy metal
Leading land Eternity Riding cold cold winds Valhalla The Kingdom Odin Kingdom Gods Where souls brave may rest peace But someone among skill deceit And raised hand would open road Hell When winds Valhalla run cold sure blood start flow When winds Valhalla run cold Valhalla The ring broken soul must saved Among bravest men rides Hell The long ships sailing chariots ride And yes anger Thor serve well Raise hands Reach Valhalla save soul Raise eyes And Odin lead They say history repeats Upon year seventh Century Well nobody knows never tell youd better run hide away,heavy metal
Reach take fruit poison Tree Give body soul youth fading fast years melt past This mortal life take toll sick tired losing find Amusing Its keep state This park natures fire one desire This world hanging thread sick tired losing find Amusing Its keep state People always tried change alter everything Though find amusing left This state Virtual death You may think existence human Weakness Inside mind near end Virtual death losing fading fast dying virtual death,heavy metal
Lord shes handsome flows across floor Nothing Ive seen life ever pleased Shes got look freedom makes think shes wild But see right way child walk away Shes looking love Theres nothing say Just turn head walk away Walk away walk She moves sunlight never seen night Like star midnight sky burns falls Ive never lonely cant imagine Maybe could one tell guess die Cant see fire But feel heat right Its rising higher walking wire Walk Walk away Shes looking love Theres nothing say Just turn head walk away walk walk away Walk Youll feel fire shell lift higher But dont fooled turn head walk away,heavy metal
Witches gather black masses Bodies burning red ashes hill church ruin scene evil doings Its place bad sinners Watch eating dead rats innards guess whereever may Lord yeah Carry banners denounce lord See rocking grave See anoint head dead rats blood See stick stake Dont hold back cause Ive gotta Theyve got hold soul Lords got brain instinct blood obscene Look eyes enough Yeah scene priest appears Sinners falling knees Satan sends funeral pyre Casts priest fire Its place bad sinners Watch eating dead rats innards guess whereever may lord yeah,heavy metal
Now first day met looking sky When sun turned blur And thunderclouds rolled The sea began shiver And wind began moan mustve sign leave well alone born without baby But feelings little bit strong You never said love And dont believe Cause saw dream And another man You looked cool casual And tried look But Ive got know Tell blame born without baby But feelings little bit strong Now whole wide world movin Cause theres iron heart cant keep cryin Cause say weve got part Sorrow grips voice stand alone And watch slowly take away love Ive never known born without baby But feelings little bit strong Just little bit strong,heavy metal
Whats use paradise everyday livin They spend learn Heaven sin Hell Whats point children When evil got They learn every tale tell Theres point kind Whats use love becomes evil mind Yeah Whats use power When battle isnt equal And Scared use anyway Whats point reason When one wants listen Deliverance far away whats use whats use Tell whats use Whats use Love becomes evil mind Whats use Whats use,heavy metal
Long ago wandered mind land fairy tales stories Lost happiness fears Innocence love knew Was illusion Soon days went passing years Happiness didnt come easy Life born fairy tales daydreams Innocence another word Was illusion Lost wheels confusion Running furnace tears Eyes full angered illusion Hiding everyday fears found life game But know theres never winner Try hardest loser The world still turning youre gone Yeah youre gone,heavy metal
saw world dim glow vertical sun His skin crept cold knowing hours dying Misguided mortals youll burn Spirit man cannot freed When Death Calls This hours dying When Death Calls The spirit man cannot freed When Death Calls Theres tomorrow When Death Calls Just evil shadow Tell fear flames means heaven closer For believe Satan lives souls dying Misguided mortals youll burn Spirit man cannot freed When Death Calls Heaven closer When Death Calls Feel heat flames souls dying When Death Calls comes comes comes When Death Calls Youre gonna burn Dont look sunken eyes Dont look youll stay alive Dont laugh face death toungue blister Cant die Satan says die And Satan takes soul face death toungue blister Dont look sunken eyes Dont look youll stay alive Dont laugh face death toungue blister Cant die Satan says die The Devil takes soul With wrath calls reaper When Death Calls This hours dying When Death Calls The spirit man cannot freed When Death Calls Theres tomorrow When Death Calls Just evil shadow When Death Calls Feel heat flames souls dying When Death Calls Youre gonna burn burn burn When Death Calls Heaven closer When Death Calls feel gonna take,heavy metal
Throw penny Ill make dream You find lifes always seems Then think rainbow Ill make come real Roll never ending wheel Ill give star know Dont know might Your wishing well Your wishing well Look water tell see Reflections love give Love isnt money something buy let fill tears cry Time never ending journey Love never ending smile Give sign build dream Dream Yeah throw penny Ill make dream You find lifes always seems Love isnt money something buy let fill tears cry Ill give star know Someday way youll feel things say Dream things make smile cause know Dont know know That wishing well Your wishing well Your wishing well wish well wishing well,heavy metal
man Nobody ever change ways dont need money dont need lies need live today But like talk things want hear things say today Although wont change anyway way wish youd come see like hold want set mind free You understand woman give time But dont need sympathy Still wonder like loved Instead hiding Nobody change anyway way Nobodys gonna change world Thats something unreal Nobody change way feel listen hear say Please give time maybe love theres God well hope helps need set free Cause may dont hear things say today Nobody change anyway way Nobodys gonna change world thats something unreal Nobody change way feel,heavy metal
Theres light different kind light When close close eyes Theres place distant kind place cant let cant let Theres faith stronger kind faith makes try little harder Theres time lonely kind time When know simply know That cant fake mothers son knows never walks alone matter hes become Hard tries never give back Lifes short mothers son Theres rage silent kind rage makes live edge Theres pain different kind pain Knowing time change everything You cant fake mothers son knows never walks alone matter hes become Hard tries never give back Lifes short mothers son You cant fake mothers son knows never walks alone matter hes become Hard tries never give back Lifes short mothers son Theres light different kind light,heavy metal
Well heres cynical Heres ammunition need Heres another song empathy Please think light shines fall apart Her life blessed dont understand Her brave beautiful soul Heres sensible Never taking time stand something Hey future always come round soon cant leave nothing light shines fall apart darkness wins heart Her brave beautiful soul emotional response Sometimes better intellectual one light shines fall apart Her life blessed dont understand Her brave beautiful soul,heavy metal
Well another doggone day ready trashed town Ill crazy things That make heads spin around Theyre tellin ride aint worth fall stop want Cause ready yes ready break free ready break free tired killing time Talkin bout days gone takin world tonight let spirit fly say goes around come around But theres nothin world hold,heavy metal
When lights see reason For cry Weve througth every time every season God knows Ive tried please dont ask Can see eyes That might last Good Bye Carrie Carrie Things change friend Carrie Carrie Maybe meet Again Somewhere Again read mind intention feel unkind wish could explain takes time lot passion crime feel pain Can see eyes That might last good bye Carrie Carrie Things change friend Carrie Carrie Maybe meet Again Can see eyes That might last good bye Carrie carrie Things change Carrie Carrie Carrie Maybe meet somewhere When Lights Down,heavy metal
heading mountains saved much And town left behind There nothing left knew waiting For share life Cause told left When come back youll wife But someone waiting shadows night Someone waiting didnt feel right Danger track Something told Strangers back And right Maybe surrender Maybe give But strength inside Told never stop The men wanted break Steal bring But fought later They lying ground,heavy metal
need tonight Your body next mine havent seen need tender kiss The touch fingertips havent seen time need touch like used Though touched girl million times dont know love dont know waiting Take heart friend teach love dont know cry tell living Take heart friend teach love Yeah teach need tonight squeeze hold tight And feel skin close mine wonder near yet far Your name always mind need touch like used dont know love Come teach Yeah teach Come teach need tonight Ive longing time need touch like used Come teach dont know love dont know love dont know waiting dont know cry dont know love,heavy metal
Hey hey Government Man poor boy doin best Ive stepped upon pushed around yes You tie never tie Well drivin around tryin find place get beer cigarettes Pullin behind afraid flirt Theres girl red Corvette saw face wanted race let car jail Man blew knew The Feds tail knew trouble didnt wanna stop couldnt forget girl dashboard slick alcohol And head still whirl Just country boy city lights Tryin fun But Man behind didnt wanna play pulled gun Hey hey Government Man Well comin hit wall And car went flames head got hammered thrown slammer one blame Thats story aint much glory But know paid dues One thing know heart soul aint never gonna lose Hey hey Government Man They say might goin crazy Hey else Hey Hey hey Government Man Hey hey Government Man Dont push around,heavy metal
Well driving around tryin find place get beer cigarettes Pullin behind afraid flirt theres girl red corvette saw face wanted race let car outta jail Man blew knew feds tail knew trouble didnt wanna stop couldnt forget girl dashboards slick alcohol heads still whirl Just country boy city lights tryin fun But man behind didnt wanna play pulled gun Hey hey Government Man poor boy doin best Ive stepped upon pushed around You tie never tie Well comin hit wall car went flames head got hammered thrown slammer one blame Thats story aint much know Ive paid dues One thing know heart soul aint never gonna lose They say might goin crazy hey else mind Dont push around,heavy metal
want learn fly want respected want get lucky want get dump want watch want loved want different want brother sister rather forgotten want save world want understood want rich Man want somebody Julies got word today She lost job one last pay Life dont come easy anymore Still strugglin Got picture Jimmy There shelf And looks says Why let know sometimes baby didnt see things eyetoeye But got one question Did say goodbye Just like prisoners paradise Still far heavens door still Wanted Now realize cant Turn back futures stay hey Were children tomorrow Hangin yesterday Jimmy still recalls night When took guitar And headed find big time That dream gave past And made alright But theres something missin heart tonight Sometimes want Aint need misses drivin lake night Holdin baby arms tight Aint hard find illusions When youre livin memory Just like prisoners paradise close yet far There come time matter When ask Was right wrong For turn away hey Were children tomorrow Hangin yesterday,heavy metal
Ready waste time headin friends mine Holdin weve got even ready Ready theyre back town The word time around Theyll lettin theyve got even ready Rock til hit floor Rock til take Rock hungry heart mine Rock right ground Rock like never done Then rock little Ready know Well hangin til time Were always weve got even ready Ready waste time Rock til hit floor,heavy metal
When word side She turns around Cause day night shes waited patiently Now different kind world found Its everyone see This way meant Its way make things right Its way hold tight know sigh times Its way make things turn Its way live learn know sigh times wakes turns around And hes gone Hes waitin moment desperately Now time right hes turnin back Hes going home Yeah everyone see This way meant Its way make things right And every time mind feel insecure worries end alone But every time realize need never make Its way make things right,heavy metal
Seen round know face Watched try grow grace Seen heart sleeve Like much life youre dying feel dying feel Cause got steal youve got steal show Its spirit underdog And got break youve got break mould Its spirit underdog Ive seen reach main event And make look like accident Your need love cant replaced Just put away least today least today Cause got steal youve got steal show Its spirit underdog And got break youve got break mould Its spirit underdog,heavy metal
Shes worked hard enjoy weekend All glammed describe feeling Making way crowd Something driving wild Shes turning stereo wants everybody know Shes fixing see show Shes suh suh suh sucker guitar hero Her obsession legendary And boyfriends temporary Her idea perfect man Plays custom marshall amp Shes turning stereo wants everybody know Shes fixing see show Shes suh suh suh sucker guitar hero God knows cant control weakness Sometimes settles local talent And everyone knows phase Just happy kill time Cause shell back rightful place When trucks roll town And wont need stereo Yeah cause everybody know That shes right watching show Shell throwing love around Now boys back town Until cant take Shes suh suh suh sucker guitar hero,heavy metal
Hey voice head friend left dead Ive busy miss youre paranoid back fill void think understand getaway plan The getaway plan shiver runs spine strange kinda piece mind Youve lonely know damaged goods You best could think understand getaway plan The getaway plan getaway plan Can feel Can reach Ive lived thousand lives feels like Ive arrived think understand getaway plan The getaway plan getaway plan,heavy metal
They attacked surprise middle night They didnt stand single chance single chance fight After battle gathered around king And never seen man sad tiding get men Who hurt people bad bad The king return With gold hand The castle burn enemy land And save people When two springs passed messenger Came track said heard great news The king coming back time gone They suffered bad misery They didnt know way Everyone shouting Save kingdom They suffered bad pain The time away But maybe could survive Now could survive When king came hill people land There many tears That touched ground And made marks sand Yes could start And live peace throughout time Everyone shouting When king came hill The king returning gold hand The castle burning enemy land The king,heavy metal
Sometimes wonder ever make Through world without wouldnt clue Cause sometimes seems like world closing And theres way breaking free see You reach Sometimes wanna give wanna give wanna quit fight And see You Baby everythings right Everythings right When see smile face world ohow You know anything When see smile see ray light ohow See shining right rain When see smile Baby see smile Baby theres nothing world could ever What touch hand Its like nothing ever knew And rain falling dont feel Cause youre wanna add baby Ill ever need Its Ill ever need When see smile face world ohow You know anything When see smile see ray light ohow see shining right rain When see smile baby Baby see smile Sometimes wanna give wanna give wanna quit fight Then one look baby everythings right Everythings right When see smile face world ohow You know anything When see smile see ray light ohow see shining right rain When see smile Yeah face world ohow You know Anything When see smile yeah Baby see Smile Smile,heavy metal
Hey hey yeah Ive got something tell Yeah yeah catching fast train Soon Ill long long gone And shoot night Like bullet loaded gun They trying use Lie abuse Theyre trying break one take way Now way way Yes way way reading yesterdays news woke morning Leaving mind And said aint gonna waste time need someone save Love embrace They trying get Trying set bad luck Now way way Yes way way reading yesterdays news Yeah yeah got time head know Ill One made bed know come Cause know heart There things said From pain suffer And crush Ill pay Now way way Yes way way Yes way way way way way way way way way way Way yeah reading yesterdays news,heavy metal
bet soul roll dice hit ground runnin And never think twice brave heat Wild cat fire satisfy animal desire Cant stop Ive set sights Right heart aim true thats All nothing feel Wont stand back wall Ill find way around All nothing Theres nothing wont And one thing want All Dont want labor love Rather without Wont carry touch want burn house wanna give lovin Baby listen would never settle Anything less Cant stop Once youve got goin Cant slow driven motion All nothing feel Wont stand back wall Ill find way around All nothing Theres nothing wont And one thing want All,heavy metal
Maybe forced deal delivered kind blow Maybe broke seal cracks began show Maybe crossed line got everything ground Maybe lit fuse habit hard lose All remember recall Telling theres accident Always pretenders always thought love would Every day miss innocence Maybe ran lights somehow caused scene Maybe learned fight part routine Maybe jumped wall suddenly tipped scale Maybe tried hard afraid fail All remember recall Telling theres accident Always pretenders always thought love would Every day miss innocence Somethings lost worth You church There still love round All remember recall Telling theres accident Always pretenders always thought love would Every day miss innocence,heavy metal
Youd think Ive learned fake Youd think find peace And theres risk worth taking Youd think quietly But journeys still America Youd think take easy way And content Ive seen Youd think get head boy always journeys still America Youd think jaded feel love Youd think Ive done everything finally reaching But journeys still America,heavy metal
take picture picture hands everything All good times There time lifes When everything bright love But theres nothing sacred Sacred anymore Thats need lovin like There time lifes When everything bright love light morning gonna make way Not way warning harder way light morning Thats Ill darling darling darling Just blame Ill searching Time time Since lost lovin never There time lifes When everything right love light morning gonna make way Not word warning harder way Just light morning Thats Ill darling darling darling Just blame Blame light morning gonna make way Not word warning steal heart away Just light morning,heavy metal
Its curtain call Guess cant outrun All truth Weve staggered With broken parts Like But alright thrills fade Weve good laughs way Thank coming along bring home Well take back Those early years anytime make beds get shine Once But alright thrills fade Weve good laughs way Thank coming along bring home Its alright thrills fade Weve good laughs along way Thank coming along Bring home Thank coming along Lets bring home,heavy metal
When lights see reason For cry Weve every time every season God knows Ive tried please dont ask Cant see eyes This might last goodbye Carrie Carrie things change friend Carrie Carrie maybe well meet read mind intentions unkind wish could explain takes time whole lot patience crime come feel pain,heavy metal
They lived peace long ago mighty Indian tribe But winds change Made realize promises lies The white mans greed search gold Made nation bleed They lost faith And learn There place return Nowhere could turn Cherokee marching trail tears They driven hard across plains And walked many moons Cause winds change Had made realize promises lies much bear pain Left despair They lost faith And learn There place return Nowhere could turn,heavy metal
You look window For someone know But looks time hurts You wonder always Youll stand But hear mind youll get time Youre alone When time seems lonely And day seems long You wonder ever get And still strong With eyes full sadness You stand tears apart know heart Youre alone Coast coast land land Were together hand hand Coast coast land land,heavy metal
Hey girl feel heart something goin right start When look feel good Hear music breakin ground Can feel love sound And lettin like Theres something goin thats hard describe Well dance night away Theres nothin else want dance night away Theres one else want Tomorrow never gets way When feel like dancin night day want get never ever get Seems wont get old And heart never ever get cold Its hard feel bad youre around,heavy metal
Today dirt beneath feet beckon call Today bended knees learn crawl Days like Its like never lived And heart open eyes open Today give life And arms open faith open Today Devil sings blues Tonight angels presence fill room feels Tonight Devil takes long way round There deal Times like Its like never lived And heart open eyes open Tonight give life And arms open faith open Tonight Devil sings blues And heart open eyes open Tonight give life And arms open faith open Tonight Devil sings blues,heavy metal
Ive making enemies Ive taking liberties Just living life Try getting right Lord let tell always doghouse Ive running right wrong Always running right wrong Just living life Try getting right Lord let tell always doghouse Lord sweet Lord What done Are ever Are ever Are ever gonna take home Ive making enemies Ive taking liberties Just living life Try getting right Lord let tell always doghouse Just living life Its hell ride Lord let tell always always always doghouse,heavy metal
riverside Late one night Hes tryin count stars signs All alone riverside And time passes Gathering thoughts past And maybe hell cry say hes madman And dont understand But know hes tryin hard act like man All years suffered friends All years pain But dont think knows sure years vain Hes dreamer And hes fightin life Hes tryin understand Hes dreamer But wants carry Yet know hes lonely man,heavy metal
